TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating,VisitDate
10140,39672,2016,12,3,640,5.0,2016-12-01
10143,17358,2016,12,2,640,3.0,2016-12-01
10144,61254,2016,12,2,640,4.0,2016-12-01
10145,86302,2017,1,3,640,3.0,2017-01-01
10146,11193,2016,12,3,640,4.0,2016-12-01
10147,24967,2017,1,3,640,5.0,2017-01-01
10148,23739,2016,12,3,640,4.0,2016-12-01
10149,39339,2016,7,3,640,5.0,2016-07-01
10151,13309,2016,12,4,640,5.0,2016-12-01
10153,41063,2016,12,3,640,5.0,2016-12-01
10155,31621,2016,12,3,640,4.0,2016-12-01
10157,59782,2016,12,2,640,5.0,2016-12-01
10158,58971,2016,12,2,640,4.0,2016-12-01
10159,11054,2016,12,5,640,4.0,2016-12-01
10161,75502,2016,12,2,640,5.0,2016-12-01
10162,20889,2016,10,2,640,5.0,2016-10-01
10163,87141,2016,12,3,640,5.0,2016-12-01
10164,58566,2016,12,2,640,5.0,2016-12-01
10165,76180,2016,12,2,640,5.0,2016-12-01
10166,70269,2016,1,3,640,4.0,2016-01-01
10167,15772,2016,12,4,640,4.0,2016-12-01
10169,31897,2016,12,2,640,5.0,2016-12-01
10170,57031,2016,12,3,640,5.0,2016-12-01
10171,51297,2016,12,3,640,5.0,2016-12-01
10172,67332,2016,12,2,640,4.0,2016-12-01
10175,3816,2016,12,2,640,5.0,2016-12-01
10176,28973,2016,12,5,640,3.0,2016-12-01
10179,45521,2016,12,2,640,3.0,2016-12-01
10180,12102,2016,12,2,640,5.0,2016-12-01
10181,50536,2016,12,3,640,5.0,2016-12-01
10183,73222,2016,2,5,640,4.0,2016-02-01
10185,71316,2016,10,4,640,5.0,2016-10-01
10186,63078,2016,11,2,640,5.0,2016-11-01
10187,73141,2016,12,5,640,4.0,2016-12-01
10188,49229,2016,8,2,640,4.0,2016-08-01
10190,47427,2016,11,4,640,5.0,2016-11-01
10192,50690,2016,11,2,640,4.0,2016-11-01
10193,65294,2016,12,2,640,5.0,2016-12-01
10194,12012,2016,12,2,640,4.0,2016-12-01
10196,73862,2016,12,2,640,5.0,2016-12-01
10198,43391,2016,11,2,640,5.0,2016-11-01
10199,85815,2016,11,4,640,4.0,2016-11-01
10200,51378,2016,10,4,640,1.0,2016-10-01
10201,46286,2016,11,2,640,4.0,2016-11-01
10203,9929,2016,11,2,640,5.0,2016-11-01
10204,64161,2016,11,3,640,4.0,2016-11-01
10206,72347,2016,11,3,640,4.0,2016-11-01
10208,39412,2016,11,2,640,5.0,2016-11-01
10209,28171,2016,11,3,640,4.0,2016-11-01
10212,40497,2016,11,4,640,5.0,2016-11-01
10213,50661,2016,11,4,640,3.0,2016-11-01
10215,65604,2016,11,5,640,2.0,2016-11-01
10216,43089,2016,11,3,640,5.0,2016-11-01
10217,29676,2016,11,2,640,4.0,2016-11-01
10218,80775,2016,11,3,640,4.0,2016-11-01
10219,52978,2016,11,4,640,5.0,2016-11-01
10220,5758,2016,10,2,640,4.0,2016-10-01
10221,79091,2016,11,2,640,4.0,2016-11-01
10225,48317,2016,10,4,640,5.0,2016-10-01
10226,64371,2016,5,5,640,5.0,2016-05-01
10227,32738,2016,10,2,640,5.0,2016-10-01
10228,4634,2016,11,2,640,3.0,2016-11-01
10229,76290,2016,10,2,640,5.0,2016-10-01
10230,64353,2016,11,3,640,5.0,2016-11-01
10233,9329,2016,11,4,640,5.0,2016-11-01
10235,43896,2016,11,3,640,4.0,2016-11-01
10236,24677,2016,11,2,640,5.0,2016-11-01
10239,3773,2016,11,2,640,5.0,2016-11-01
10242,26225,2016,10,3,640,4.0,2016-10-01
10244,57896,2016,11,2,640,4.0,2016-11-01
10245,85804,2016,10,3,640,4.0,2016-10-01
10246,84399,2016,10,4,640,4.0,2016-10-01
10247,65199,2016,10,2,640,4.0,2016-10-01
10248,45442,2016,10,1,640,5.0,2016-10-01
10250,48610,2016,10,2,640,4.0,2016-10-01
10251,33976,2016,10,2,640,4.0,2016-10-01
10252,43808,2016,10,2,640,4.0,2016-10-01
10253,7533,2016,10,3,640,5.0,2016-10-01
10254,22845,2016,7,4,640,5.0,2016-07-01
10255,24019,2016,10,5,640,4.0,2016-10-01
10256,6552,2016,10,2,640,4.0,2016-10-01
10258,68482,2016,10,2,640,5.0,2016-10-01
10259,60768,2016,9,2,640,4.0,2016-09-01
10263,56629,2016,10,5,640,5.0,2016-10-01
10264,61551,2016,10,4,640,5.0,2016-10-01
10265,52633,2016,10,2,640,4.0,2016-10-01
10266,78926,2016,10,2,640,4.0,2016-10-01
10267,34802,2016,10,4,640,5.0,2016-10-01
10268,50942,2016,9,2,640,5.0,2016-09-01
10273,63615,2016,10,2,640,5.0,2016-10-01
10274,22489,2016,10,2,640,5.0,2016-10-01
10275,2046,2016,5,5,640,5.0,2016-05-01
10276,42379,2016,4,2,640,5.0,2016-04-01
10277,64387,2016,10,4,640,5.0,2016-10-01
10279,20503,2016,10,3,640,5.0,2016-10-01
10280,17545,2016,10,2,640,5.0,2016-10-01
10281,74354,2016,10,5,640,3.0,2016-10-01
10284,9294,2016,10,2,640,4.0,2016-10-01
10287,85162,2016,10,4,640,3.0,2016-10-01
10288,39413,2016,10,4,640,5.0,2016-10-01
10290,23186,2016,10,2,640,5.0,2016-10-01
10293,14791,2016,10,2,640,5.0,2016-10-01
10294,6432,2016,10,2,640,4.0,2016-10-01
10295,12020,2016,10,2,640,5.0,2016-10-01
10297,4034,2016,10,5,640,5.0,2016-10-01
10298,41298,2016,10,2,640,4.0,2016-10-01
10299,67952,2016,10,2,640,4.0,2016-10-01
10301,54443,2016,10,4,640,5.0,2016-10-01
10303,27150,2015,11,2,640,3.0,2015-11-01
10304,77814,2016,10,4,640,4.0,2016-10-01
10307,21205,2016,10,3,640,4.0,2016-10-01
10308,87755,2016,10,3,640,5.0,2016-10-01
10312,78653,2016,9,2,640,5.0,2016-09-01
10313,85443,2016,10,2,640,4.0,2016-10-01
10315,51652,2016,8,2,640,5.0,2016-08-01
10319,27526,2016,10,2,640,5.0,2016-10-01
10321,46486,2016,10,2,640,5.0,2016-10-01
10322,85742,2016,10,2,640,4.0,2016-10-01
10323,63310,2016,10,4,640,5.0,2016-10-01
10324,31105,2016,10,2,640,4.0,2016-10-01
10325,8147,2016,9,2,640,5.0,2016-09-01
10327,18054,2016,8,2,640,5.0,2016-08-01
10328,5128,2016,4,4,640,3.0,2016-04-01
10330,49418,2016,10,4,640,5.0,2016-10-01
10331,74868,2016,10,2,640,3.0,2016-10-01
10332,2494,2016,10,4,640,4.0,2016-10-01
10333,50795,2016,10,2,640,4.0,2016-10-01
10334,76875,2016,10,2,640,4.0,2016-10-01
10335,67958,2016,10,2,640,5.0,2016-10-01
10336,38492,2016,10,3,640,5.0,2016-10-01
10337,44583,2016,9,2,640,5.0,2016-09-01
10338,68108,2016,10,4,640,4.0,2016-10-01
10339,3056,2016,10,2,640,4.0,2016-10-01
10340,46020,2016,9,3,640,5.0,2016-09-01
10341,9852,2016,2,3,640,5.0,2016-02-01
10344,46998,2016,10,2,640,4.0,2016-10-01
10346,43509,2016,10,5,640,4.0,2016-10-01
10347,3552,2016,9,5,640,5.0,2016-09-01
10348,86231,2016,10,2,640,3.0,2016-10-01
10349,29371,2016,10,3,640,5.0,2016-10-01
10352,47952,2016,10,2,640,5.0,2016-10-01
10353,66513,2016,10,4,640,4.0,2016-10-01
10354,80726,2016,10,3,640,4.0,2016-10-01
10356,3307,2016,10,5,640,5.0,2016-10-01
10357,25496,2016,10,4,640,4.0,2016-10-01
10358,51441,2016,10,2,640,3.0,2016-10-01
10359,46602,2016,10,2,640,5.0,2016-10-01
10360,84880,2016,10,2,640,4.0,2016-10-01
10361,35939,2016,10,2,640,5.0,2016-10-01
10364,21827,2016,9,5,640,5.0,2016-09-01
10366,45428,2016,10,2,640,5.0,2016-10-01
10367,70967,2016,10,3,640,5.0,2016-10-01
10368,18841,2016,10,2,640,4.0,2016-10-01
10370,82354,2016,10,2,640,5.0,2016-10-01
10371,29436,2016,8,3,640,5.0,2016-08-01
10372,1088,2016,10,2,640,3.0,2016-10-01
10373,55711,2016,10,3,640,4.0,2016-10-01
10374,40822,2016,10,2,640,5.0,2016-10-01
10375,47770,2016,10,2,640,3.0,2016-10-01
10376,51394,2016,10,2,640,4.0,2016-10-01
10378,68432,2016,10,2,640,3.0,2016-10-01
10381,4262,2016,10,3,640,5.0,2016-10-01
10382,81806,2016,10,3,640,3.0,2016-10-01
10384,13668,2016,9,2,640,5.0,2016-09-01
10385,41882,2016,9,2,640,5.0,2016-09-01
10387,42801,2016,10,2,640,5.0,2016-10-01
10388,71981,2016,9,2,640,5.0,2016-09-01
10389,218,2016,9,2,640,5.0,2016-09-01
10390,37933,2016,10,3,640,5.0,2016-10-01
10391,70945,2016,10,2,640,5.0,2016-10-01
10392,594,2016,10,3,640,5.0,2016-10-01
10393,56341,2016,10,2,640,5.0,2016-10-01
10395,17893,2016,10,5,640,4.0,2016-10-01
10397,7906,2016,3,2,640,5.0,2016-03-01
10400,361,2016,8,4,640,5.0,2016-08-01
10401,58259,2016,10,2,640,4.0,2016-10-01
10402,73170,2016,10,2,640,5.0,2016-10-01
10403,53595,2016,10,4,640,4.0,2016-10-01
10404,49611,2016,10,2,640,5.0,2016-10-01
10405,20642,2016,10,3,640,5.0,2016-10-01
10406,9620,2016,10,2,640,5.0,2016-10-01
10407,55785,2016,10,2,640,5.0,2016-10-01
10413,68797,2016,10,3,640,4.0,2016-10-01
10414,85307,2016,10,4,640,5.0,2016-10-01
10416,63611,2016,10,3,640,4.0,2016-10-01
10417,13719,2016,10,3,640,4.0,2016-10-01
10418,46395,2016,10,2,640,5.0,2016-10-01
10419,67505,2016,10,2,640,3.0,2016-10-01
10420,65620,2016,9,2,640,4.0,2016-09-01
10423,73934,2016,10,2,640,5.0,2016-10-01
10425,23012,2016,10,4,640,5.0,2016-10-01
10426,73491,2016,10,4,640,5.0,2016-10-01
10427,34237,2015,11,4,640,5.0,2015-11-01
10428,27165,2016,10,2,640,2.0,2016-10-01
10430,8930,2016,10,2,640,5.0,2016-10-01
10431,29371,2016,10,2,640,3.0,2016-10-01
10432,81351,2016,10,3,640,4.0,2016-10-01
10433,74373,2016,10,4,640,5.0,2016-10-01
10434,37658,2016,10,2,640,4.0,2016-10-01
10436,61962,2016,10,2,640,5.0,2016-10-01
10437,7175,2016,10,5,640,5.0,2016-10-01
10438,45652,2016,10,3,640,4.0,2016-10-01
10439,17690,2016,10,4,640,1.0,2016-10-01
10440,35702,2016,10,2,640,4.0,2016-10-01
10442,48791,2016,8,2,640,4.0,2016-08-01
10444,50329,2016,10,2,640,4.0,2016-10-01
10445,37489,2016,10,4,640,4.0,2016-10-01
10446,50731,2016,10,2,640,5.0,2016-10-01
10449,57045,2016,10,5,640,3.0,2016-10-01
10451,18116,2016,6,2,640,5.0,2016-06-01
10453,41707,2016,10,4,640,4.0,2016-10-01
10455,10092,2016,8,2,640,3.0,2016-08-01
10457,24778,2016,10,3,640,5.0,2016-10-01
10459,7557,2016,10,3,640,4.0,2016-10-01
10460,31931,2016,10,2,640,5.0,2016-10-01
10462,55531,2016,10,3,640,4.0,2016-10-01
10463,29264,2016,10,2,640,4.0,2016-10-01
10464,77639,2016,10,5,640,5.0,2016-10-01
10466,45126,2016,10,2,640,4.0,2016-10-01
10467,79283,2016,10,2,640,5.0,2016-10-01
10468,74494,2015,11,2,640,5.0,2015-11-01
10469,80682,2016,10,3,640,5.0,2016-10-01
10470,63126,2016,7,5,640,5.0,2016-07-01
10474,12639,2016,8,2,640,5.0,2016-08-01
10475,63359,2016,10,5,640,3.0,2016-10-01
10476,51459,2016,10,3,640,5.0,2016-10-01
10477,32806,2016,10,3,640,5.0,2016-10-01
10478,48125,2016,10,4,640,4.0,2016-10-01
10479,66925,2016,4,2,640,3.0,2016-04-01
10480,64387,2016,9,2,640,4.0,2016-09-01
10481,40709,2016,10,2,640,4.0,2016-10-01
10482,31173,2016,10,4,640,4.0,2016-10-01
10483,21861,2016,10,3,640,5.0,2016-10-01
10484,65379,2016,10,2,640,4.0,2016-10-01
10485,13314,2016,10,4,640,4.0,2016-10-01
10487,19689,2016,10,3,640,4.0,2016-10-01
10488,67061,2016,10,2,640,5.0,2016-10-01
10489,55070,2016,10,2,640,4.0,2016-10-01
10490,7715,2016,10,2,640,5.0,2016-10-01
10491,63714,2016,10,3,640,4.0,2016-10-01
10492,19309,2016,9,3,640,5.0,2016-09-01
10494,59485,2016,10,5,640,5.0,2016-10-01
10495,30684,2016,7,5,640,4.0,2016-07-01
10496,28357,2016,10,2,640,3.0,2016-10-01
10499,24260,2016,10,2,640,4.0,2016-10-01
10500,19535,2016,10,2,640,4.0,2016-10-01
10501,12050,2016,9,3,640,3.0,2016-09-01
10503,63132,2016,9,2,640,4.0,2016-09-01
10504,55470,2016,10,2,640,4.0,2016-10-01
10505,82576,2016,10,2,640,4.0,2016-10-01
10506,75890,2016,10,5,640,5.0,2016-10-01
10508,25643,2016,9,2,640,5.0,2016-09-01
10509,2949,2016,10,4,640,4.0,2016-10-01
10510,61095,2016,8,2,640,5.0,2016-08-01
10511,20145,2016,10,5,640,4.0,2016-10-01
10513,65952,2016,9,4,640,5.0,2016-09-01
10514,26687,2016,9,5,640,5.0,2016-09-01
10516,8718,2016,10,2,640,4.0,2016-10-01
10521,72293,2016,10,2,640,5.0,2016-10-01
10522,36938,2016,10,2,640,5.0,2016-10-01
10524,45086,2016,10,2,640,4.0,2016-10-01
10525,39380,2016,10,2,640,5.0,2016-10-01
10526,11942,2016,10,2,640,5.0,2016-10-01
10527,43487,2016,9,4,640,5.0,2016-09-01
10528,57846,2016,10,4,640,5.0,2016-10-01
10532,73957,2016,2,4,640,4.0,2016-02-01
10533,184,2016,10,5,640,5.0,2016-10-01
10534,65946,2016,9,2,640,4.0,2016-09-01
10535,13321,2016,10,4,640,4.0,2016-10-01
10536,49026,2016,9,2,640,5.0,2016-09-01
10537,83382,2016,10,5,640,5.0,2016-10-01
10538,77625,2016,9,2,640,5.0,2016-09-01
10539,7487,2016,10,3,640,4.0,2016-10-01
10540,11780,2016,10,2,640,4.0,2016-10-01
10541,42006,2016,10,3,640,4.0,2016-10-01
10542,17303,2016,9,2,640,5.0,2016-09-01
10544,38498,2016,10,3,640,5.0,2016-10-01
10545,44578,2016,10,2,640,5.0,2016-10-01
10546,69745,2016,10,2,640,5.0,2016-10-01
10549,28097,2016,9,2,640,5.0,2016-09-01
10550,73799,2016,10,3,640,4.0,2016-10-01
10551,22380,2016,10,2,640,5.0,2016-10-01
10552,56650,2016,9,2,640,4.0,2016-09-01
10553,47830,2016,10,2,640,5.0,2016-10-01
10554,19463,2016,8,2,640,5.0,2016-08-01
10555,82369,2016,9,2,640,5.0,2016-09-01
10556,69065,2016,9,2,640,4.0,2016-09-01
10557,42037,2016,10,2,640,4.0,2016-10-01
10559,12862,2016,10,2,640,4.0,2016-10-01
10560,56455,2016,9,5,640,5.0,2016-09-01
10562,85706,2016,10,2,640,4.0,2016-10-01
10563,39329,2016,10,3,640,5.0,2016-10-01
10564,10524,2016,9,2,640,5.0,2016-09-01
10565,53204,2016,10,2,640,4.0,2016-10-01
10567,34980,2016,9,3,640,4.0,2016-09-01
10568,85096,2016,9,2,640,4.0,2016-09-01
10569,64075,2016,10,4,640,5.0,2016-10-01
10570,62966,2016,10,2,640,5.0,2016-10-01
10571,4278,2016,10,2,640,5.0,2016-10-01
10573,13720,2016,10,2,640,5.0,2016-10-01
10574,85350,2016,10,2,640,4.0,2016-10-01
10575,68320,2016,9,5,640,4.0,2016-09-01
10577,56216,2016,6,3,640,4.0,2016-06-01
10578,45034,2016,9,2,640,3.0,2016-09-01
10580,27950,2016,9,2,640,3.0,2016-09-01
10581,79184,2016,9,5,640,5.0,2016-09-01
10583,6730,2016,9,2,640,5.0,2016-09-01
10584,85419,2016,9,2,640,5.0,2016-09-01
10585,49351,2016,10,4,640,4.0,2016-10-01
10586,42411,2016,9,2,640,3.0,2016-09-01
10588,80278,2016,10,2,640,5.0,2016-10-01
10589,86427,2016,9,4,640,4.0,2016-09-01
10590,58713,2016,10,3,640,4.0,2016-10-01
10593,8670,2016,10,2,640,5.0,2016-10-01
10594,40719,2016,9,2,640,5.0,2016-09-01
10595,11758,2016,9,2,640,5.0,2016-09-01
10596,4436,2016,9,2,640,4.0,2016-09-01
10597,57757,2016,5,2,640,5.0,2016-05-01
10599,46438,2016,10,4,640,5.0,2016-10-01
10600,86051,2016,10,4,640,4.0,2016-10-01
10601,20961,2016,10,4,640,5.0,2016-10-01
10602,53357,2016,9,2,640,5.0,2016-09-01
10603,2267,2016,9,2,640,5.0,2016-09-01
10604,22528,2016,10,2,640,4.0,2016-10-01
10606,35998,2016,10,2,640,5.0,2016-10-01
10609,40253,2016,9,2,640,3.0,2016-09-01
10611,41132,2016,9,4,640,5.0,2016-09-01
10612,3698,2016,10,3,640,3.0,2016-10-01
10613,50654,2016,10,5,640,5.0,2016-10-01
10614,58354,2016,10,4,640,5.0,2016-10-01
10615,78005,2016,9,3,640,3.0,2016-09-01
10616,41777,2016,9,2,640,5.0,2016-09-01
10618,67459,2016,9,2,640,4.0,2016-09-01
10619,776,2016,9,4,640,4.0,2016-09-01
10620,54060,2016,9,5,640,5.0,2016-09-01
10621,52193,2016,9,4,640,5.0,2016-09-01
10622,84651,2016,6,4,640,5.0,2016-06-01
10624,18884,2016,9,2,640,4.0,2016-09-01
10625,50368,2016,9,2,640,4.0,2016-09-01
10627,20370,2016,9,3,640,4.0,2016-09-01
10628,81107,2016,9,2,640,3.0,2016-09-01
10629,27432,2016,9,2,640,4.0,2016-09-01
10630,33254,2016,9,2,640,5.0,2016-09-01
10636,1086,2016,7,4,640,5.0,2016-07-01
10637,20935,2016,9,2,640,3.0,2016-09-01
10638,87795,2016,9,2,640,5.0,2016-09-01
10639,3466,2016,9,3,640,5.0,2016-09-01
10640,74705,2016,9,2,640,4.0,2016-09-01
10642,67200,2016,9,5,640,4.0,2016-09-01
10644,49989,2016,9,3,640,5.0,2016-09-01
10647,42458,2015,10,4,640,5.0,2015-10-01
10648,16999,2016,9,2,640,5.0,2016-09-01
10649,35100,2016,9,2,640,5.0,2016-09-01
10650,46346,2016,9,2,640,4.0,2016-09-01
10651,1157,2016,8,4,640,4.0,2016-08-01
10652,55470,2016,9,2,640,5.0,2016-09-01
10655,51211,2016,9,2,640,4.0,2016-09-01
10656,87370,2016,9,4,640,5.0,2016-09-01
10658,51402,2016,9,4,640,5.0,2016-09-01
10660,59504,2016,9,2,640,5.0,2016-09-01
10661,63247,2016,9,2,640,3.0,2016-09-01
10664,23246,2016,9,2,640,5.0,2016-09-01
10665,4459,2016,9,4,640,5.0,2016-09-01
10666,4995,2016,9,4,640,3.0,2016-09-01
10667,15472,2016,9,3,640,5.0,2016-09-01
10669,16555,2016,9,3,640,5.0,2016-09-01
10670,17538,2016,9,4,640,5.0,2016-09-01
10673,53936,2016,9,3,640,5.0,2016-09-01
10674,44058,2016,9,2,640,5.0,2016-09-01
10675,29945,2016,9,2,640,4.0,2016-09-01
10676,83422,2016,9,2,640,5.0,2016-09-01
10677,70313,2016,9,2,640,5.0,2016-09-01
10678,56440,2016,7,4,640,4.0,2016-07-01
10679,71291,2016,9,2,640,5.0,2016-09-01
10680,5111,2016,9,3,640,5.0,2016-09-01
10682,13292,2016,9,2,640,4.0,2016-09-01
10684,66761,2016,9,4,640,5.0,2016-09-01
10685,56938,2016,9,4,640,3.0,2016-09-01
10686,4647,2016,9,4,640,4.0,2016-09-01
10688,57347,2016,9,4,640,5.0,2016-09-01
10689,51515,2016,8,2,640,5.0,2016-08-01
10690,22478,2016,9,2,640,4.0,2016-09-01
10692,48873,2015,10,4,640,5.0,2015-10-01
10693,42246,2016,9,4,640,4.0,2016-09-01
10694,49315,2016,9,2,640,4.0,2016-09-01
10695,47707,2016,9,2,640,5.0,2016-09-01
10697,82476,2016,9,4,640,3.0,2016-09-01
10698,16042,2016,9,4,640,3.0,2016-09-01
10700,65413,2016,9,2,640,5.0,2016-09-01
10701,2940,2016,9,4,640,3.0,2016-09-01
10702,65785,2016,9,5,640,5.0,2016-09-01
10703,41268,2016,9,2,640,5.0,2016-09-01
10704,49267,2016,8,5,640,4.0,2016-08-01
10705,65500,2016,8,5,640,5.0,2016-08-01
10706,28615,2016,9,4,640,5.0,2016-09-01
10708,40810,2015,11,4,640,5.0,2015-11-01
10710,56433,2016,9,2,640,5.0,2016-09-01
10711,82825,2016,9,3,640,3.0,2016-09-01
10712,40619,2016,9,4,640,4.0,2016-09-01
10713,7992,2016,9,4,640,3.0,2016-09-01
10714,13431,2016,9,3,640,4.0,2016-09-01
10718,34099,2016,9,2,640,1.0,2016-09-01
10719,27822,2016,9,2,640,5.0,2016-09-01
10723,22392,2016,9,2,640,5.0,2016-09-01
10724,57971,2016,9,2,640,5.0,2016-09-01
10725,34482,2016,9,5,640,4.0,2016-09-01
10726,67868,2016,9,2,640,4.0,2016-09-01
10727,26460,2016,9,2,640,3.0,2016-09-01
10731,12256,2016,9,2,640,4.0,2016-09-01
10732,66982,2016,9,3,640,5.0,2016-09-01
10733,71343,2016,9,2,640,5.0,2016-09-01
10734,11584,2016,9,2,640,5.0,2016-09-01
10736,56894,2016,2,2,640,5.0,2016-02-01
10737,88139,2016,8,5,640,3.0,2016-08-01
10739,37028,2016,9,2,640,5.0,2016-09-01
10740,1573,2016,9,3,640,5.0,2016-09-01
10742,33007,2016,9,2,640,5.0,2016-09-01
10744,4493,2016,9,2,640,4.0,2016-09-01
10745,33117,2016,9,2,640,4.0,2016-09-01
10747,24040,2016,9,2,640,5.0,2016-09-01
10748,82187,2016,9,2,640,3.0,2016-09-01
10749,41575,2016,7,2,640,4.0,2016-07-01
10751,40076,2016,9,2,640,4.0,2016-09-01
10752,57127,2016,9,5,640,4.0,2016-09-01
10753,55245,2016,9,2,640,4.0,2016-09-01
10754,53041,2016,8,4,640,5.0,2016-08-01
10755,78601,2016,9,4,640,5.0,2016-09-01
10756,34309,2016,9,5,640,4.0,2016-09-01
10757,42272,2016,9,4,640,4.0,2016-09-01
10758,2998,2016,9,2,640,5.0,2016-09-01
10759,87846,2016,9,2,640,5.0,2016-09-01
10760,60835,2016,8,5,640,5.0,2016-08-01
10761,84838,2016,9,3,640,4.0,2016-09-01
10763,55425,2016,9,2,640,5.0,2016-09-01
10764,66979,2016,9,3,640,5.0,2016-09-01
10765,14722,2016,9,2,640,5.0,2016-09-01
10766,49194,2016,9,2,640,4.0,2016-09-01
10767,67207,2016,9,2,640,4.0,2016-09-01
10768,46963,2016,9,2,640,3.0,2016-09-01
10770,46288,2016,9,2,640,4.0,2016-09-01
10771,11865,2016,9,2,640,4.0,2016-09-01
10772,75646,2016,9,3,640,3.0,2016-09-01
10773,70695,2016,1,3,640,5.0,2016-01-01
10774,66446,2016,9,3,640,5.0,2016-09-01
10775,57840,2016,8,2,640,5.0,2016-08-01
10776,79009,2016,9,4,640,4.0,2016-09-01
10777,44275,2016,9,2,640,5.0,2016-09-01
10778,51796,2016,9,2,640,4.0,2016-09-01
10780,54799,2016,9,4,640,3.0,2016-09-01
10781,28754,2016,9,2,640,4.0,2016-09-01
10782,41077,2016,9,3,640,4.0,2016-09-01
10783,11858,2016,9,3,640,4.0,2016-09-01
10785,23044,2016,9,5,640,4.0,2016-09-01
10786,29200,2016,9,2,640,5.0,2016-09-01
10787,55442,2016,9,2,640,5.0,2016-09-01
10789,12097,2016,9,2,640,4.0,2016-09-01
10790,73432,2016,9,2,640,5.0,2016-09-01
10791,76691,2016,9,2,640,4.0,2016-09-01
10792,48197,2016,9,2,640,5.0,2016-09-01
10797,54856,2016,9,2,640,5.0,2016-09-01
10801,20061,2016,9,2,640,5.0,2016-09-01
10802,77983,2016,9,2,640,4.0,2016-09-01
10803,22030,2016,9,4,640,4.0,2016-09-01
10804,27027,2016,9,4,640,3.0,2016-09-01
10805,30020,2016,9,3,640,5.0,2016-09-01
10806,56820,2016,9,2,640,3.0,2016-09-01
10807,10224,2016,9,2,640,4.0,2016-09-01
10808,63708,2016,9,2,640,5.0,2016-09-01
10810,8821,2016,8,3,640,4.0,2016-08-01
10811,66991,2016,9,2,640,5.0,2016-09-01
10812,76095,2016,9,2,640,3.0,2016-09-01
10814,7930,2016,9,2,640,5.0,2016-09-01
10816,4514,2016,9,2,640,5.0,2016-09-01
10817,45182,2016,9,2,640,5.0,2016-09-01
10818,8085,2016,9,5,640,5.0,2016-09-01
10820,50941,2016,9,2,640,5.0,2016-09-01
10821,72351,2016,9,2,640,5.0,2016-09-01
10822,13761,2016,9,4,640,5.0,2016-09-01
10824,60967,2016,9,2,640,5.0,2016-09-01
10825,43454,2016,8,2,640,5.0,2016-08-01
10827,25834,2016,9,2,640,3.0,2016-09-01
10828,41432,2016,8,3,640,5.0,2016-08-01
10829,45791,2016,9,2,640,5.0,2016-09-01
10832,86314,2016,6,4,640,5.0,2016-06-01
10833,36125,2016,9,2,640,5.0,2016-09-01
10835,41896,2016,3,3,640,1.0,2016-03-01
10836,34317,2016,9,2,640,5.0,2016-09-01
10837,6120,2016,9,2,640,3.0,2016-09-01
10838,57857,2016,7,5,640,4.0,2016-07-01
10840,70858,2016,9,2,640,3.0,2016-09-01
10841,66632,2016,6,4,640,3.0,2016-06-01
10843,85793,2016,9,2,640,5.0,2016-09-01
10846,77714,2015,10,4,640,3.0,2015-10-01
10847,75532,2016,9,2,640,5.0,2016-09-01
10849,32950,2016,9,2,640,4.0,2016-09-01
10850,76403,2016,9,4,640,4.0,2016-09-01
10851,5022,2016,8,4,640,5.0,2016-08-01
10852,48812,2016,9,2,640,5.0,2016-09-01
10854,46285,2016,7,2,640,5.0,2016-07-01
10855,32724,2016,9,2,640,4.0,2016-09-01
10856,18573,2016,9,4,640,5.0,2016-09-01
10857,2494,2016,9,2,640,5.0,2016-09-01
10860,31941,2016,9,2,640,5.0,2016-09-01
10861,85553,2016,9,2,640,3.0,2016-09-01
10862,12931,2016,8,2,640,4.0,2016-08-01
10863,29916,2016,9,2,640,4.0,2016-09-01
10864,76658,2016,9,2,640,5.0,2016-09-01
10865,24432,2016,4,3,640,5.0,2016-04-01
10866,50403,2016,8,4,640,5.0,2016-08-01
10868,3771,2016,6,2,640,5.0,2016-06-01
10869,68729,2015,10,5,640,5.0,2015-10-01
10872,70,2016,1,2,640,5.0,2016-01-01
10873,23193,2016,9,2,640,5.0,2016-09-01
10874,55297,2016,9,2,640,5.0,2016-09-01
10875,13527,2016,8,3,640,4.0,2016-08-01
10878,78945,2016,9,2,640,3.0,2016-09-01
10879,47871,2016,9,4,640,4.0,2016-09-01
10880,60761,2016,9,5,640,5.0,2016-09-01
10881,47506,2016,1,5,640,5.0,2016-01-01
10882,42610,2016,8,2,640,3.0,2016-08-01
10884,14457,2016,9,2,640,5.0,2016-09-01
10885,24449,2016,9,4,640,5.0,2016-09-01
10886,4661,2016,7,2,640,4.0,2016-07-01
10889,64456,2016,9,3,640,4.0,2016-09-01
10890,52013,2016,9,2,640,4.0,2016-09-01
10891,7024,2016,9,2,640,4.0,2016-09-01
10892,18517,2016,9,3,640,4.0,2016-09-01
10893,48814,2016,9,2,640,5.0,2016-09-01
10894,59468,2016,8,2,640,4.0,2016-08-01
10895,50231,2016,9,3,640,5.0,2016-09-01
10897,33948,2016,8,3,640,4.0,2016-08-01
10899,45640,2016,9,2,640,4.0,2016-09-01
10901,24459,2016,9,2,640,5.0,2016-09-01
10903,34611,2016,9,5,640,3.0,2016-09-01
10904,85393,2016,9,4,640,4.0,2016-09-01
10906,22963,2016,9,2,640,5.0,2016-09-01
